kill,teamSkill,maxLevel,maxSkill,maxRefine,version,board,specialImage
[{""name"":"""",""type"":""normal"",""charge"":"""",""num"":0,""description"":""          "",""tag"":[]
"[{""name"":""全反擊 ‧ 強"",""type"":""normal"",""charge"":""EP"",""num"":7,""description"":""     1 回合內     I. 自身不能發動攻擊     II. 所受傷害不會使你死亡     (包括「喋血屠刀」、「一擊必殺」等扣除召喚師指定 % 生命力的敵技所造成的傷害)     III. 以所受傷害 2000 倍     ⇒ 對敵方攻擊者進行相剋屬性反擊     (此傷害無視防禦力及「強化突破」敵技)     IV. 下回合，將本回合所受傷害的 5 倍     ⇒ 加至自身攻擊力     ⇒ 最多加至 56000     "",""tag"":[""限制成員攻擊"",""意志"",""反擊"",""增傷""]
[{""name"":""死亡啄木鳥"",""type"":""normal"",""charge"":""CD"",""num"":6,""description"":""     I. 引爆所有弱化符石     1 回合內     II. 個人以 30% 攻擊力     ⇒ 追打光及暗屬性攻擊各 5 次     III. 每首批消除 1 組火符石     ⇒ 增加 1 連擊 (Ex. Combo)     "",""tag"":[""引爆"",""弱化符石處理"",""光屬追打"",""暗屬追打"",""自身追打"",""增加Ex.Combo""]
"[{""name"":""亂衝擊"",""type"":""normal"",""charge"":""CD"",""num"":6,""description"":""     I. 解除「石化符石」狀態，成功解除後     ⇒ 自身技能 CD 減少 5     1 回合內     II. 可任意移動符石而不會發動消除     III. 將移動符石時觸碰的木符石     ⇒ 轉化為木人族強化符石     IV. 個人追打木屬性攻擊 3 次     "",""tag"":[""石化符石處理"",""減CD"",""排珠"",""符石轉木強化"",""符石強化"",""人族符石製造"",""軌跡轉化"",""木屬追打"",""自身追打""]
"[{""name"":""衝擊的尾針"",""type"":""normal"",""charge"":""CD"",""num"":8,""description"":""     3 回合內     I. 發動技能及回合結束時     ⇒ <board>將隊長及戰友直行的符石轉化為暗強化符石</board>          2 回合內     II. 電擊敵方全體     III. 使受影響目標無法行動     "",""tag"":[[""符石轉暗"",3],[""符石轉暗強化"",3],[""固定版面"",3],[""電擊敵方"",2],[""無法行動"",2],""敵身狀態""]
"[{""name"":""綁架傀儡"",""type"":""normal"",""charge"":""CD"",""num"":7,""description"":""     1 回合內     I. 敵方互相或自我進行 1 次攻擊     II. 效果期間，敵人防禦力變 0     "",""tag"":[""魅惑敵方"",""破防"",""敵身狀態""]
"[{""name"":""微塵斬"",""type"":""normal"",""charge"":""CD"",""num"":6,""description"":""     I. 將心符石轉化為     ⇒ 光強化符石     1 回合內     II. 將「燃燒」敵技的傷害     (不包括「煉獄之火」)     ⇒ 轉化為我方生命力     III. 自身攻擊力 6 倍     "",""tag"":[""符石轉光"",""符石轉光強化"",""心轉其他"",""無視燃燒"",""增傷"",""界王拳""]
"[{""name"":""無慈悲的太陽"",""type"":""normal"",""charge"":""EP"",""num"":6,""description"":""     I. 引爆光以外的符石     ⇒ 掉落火強化符石     1 回合內     II. 自身攻擊轉化為火屬性     III. 火符石兼具     ⇒ 其他屬性符石效果     "",""tag"":[""引爆"",""光外符石引爆"",""引爆強制掉落"",""攻擊轉屬"",""符石兼具水"",""符石兼具木"",""符石兼具光"",""符石兼具暗""]
[{""name"":""必殺技 香腸突擊"",""type"":""normal"",""charge"":""CD"",""num"":5,""description"":""     1 回合內，個人以 10% 攻擊力     ⇒ 隨機追打火及光屬性攻擊共 20 次     "",""tag"":[""火屬追打"",""光屬追打"",""自身追打""]
[{""name"":""嵐瀑布"",""type"":""normal"",""charge"":""CD"",""num"":6,""description"":""     1 回合內     I. 將單體攻擊轉化為全體攻擊     II. 全隊攻擊力 1.5 倍     III. 妖精類攻擊力則 2 倍     IV. 觸碰暴風時仍可移動符石     V. 隊中有「貪婪之罪 ‧ 班」或「怠惰之罪 ‧ 金恩」     ⇒ 額外增加 5 連擊 (Combo)     "",""tag"":[""增傷"",""無視暴風"",""增加Combo""]
[{""name"":""極大聖櫃"",""type"":""normal"",""charge"":""CD"",""num"":8,""description"":""     I. 解除「幽閉空間」     II. 將所有符石     ⇒ 添加為神族符石     III. 若場上有魔族敵人時     ⇒ 則將所有符石     ⇒ 轉化為神族強化符石     1 回合內     IV. 首批掉落的 15 粒符石     ⇒ 必定為光神族強化符石     "",""tag"":[[""黑白還原"",-1],""神族符石製造"",""符石強化"",""天降強制掉落""]
[{""name"":""巨神的手甲"",""type"":""normal"",""charge"":""CD"",""num"":6,""description"":""     I. <board 1>將最左及最右方直行的符石     ⇒ 轉化為木強化符石</board>     II. 引爆中間 4 直行的符石     "",""tag"":[""符石轉木"",""符石轉木強化"",""固定版面"",""引爆"",""直行引爆""]
[{""name"":""呪蔓樹"",""type"":""normal"",""charge"":""CD"",""num"":2,""description"":""     I. 對敵方全體造成累積戰鬥回合倍化 500,000 點的光屬性傷害 (需消除符石)     ⇒ 最大 3,000,000 點     (此傷害無視攻前盾及「強化突破」敵技)     II.當累積至最大傷害時發動技能     ⇒ 1 回合內，減少 90% 所受傷害          發動技能後將累積戰鬥回合數重置     "",""tag"":[""直傷"",""破強化直傷"",""破攻前直傷"",""減傷""]
[{""name"":""暗澹之繭"",""type"":""normal"",""charge"":""CD"",""num"":7,""description"":""     I. <board>將外側 18 粒符石     ⇒ 轉化為暗魔族符石</board>     1 回合內     II. 敵方全體攻擊力減至 0     III. 暗符石兼具心符石效果     "",""tag"":[""符石轉暗"",""魔族符石製造"",""大幅轉版"",""固定版面"",""敵方減攻"",""符石兼具心"",""敵身狀態""]
[{""name"":""殺戮飛盤"",""type"":""normal"",""charge"":""CD"",""num"":7,""description"":""     I. 隨機將 2 個角落共 8 粒符石     ⇒ 轉化為暗魔族強化符石     1 回合內     II. 暗屬性攻擊力及回復力 2 倍     III. 以攻前炮擊或攻擊傷害擊斃敵人     ⇒ 自身技能 CD 減少 3     "",""tag"":[""符石轉暗"",""符石轉暗強化"",""魔族符石製造"",""增傷"",""增回"",""減CD""]
[{""name"":""凶星雲"",""type"":""normal"",""charge"":""CD"",""num"":8,""description"":""     I. 所有符石隨機轉換     II. <board>將內側 12 粒符石     ⇒ 轉化為暗魔族強化符石</board>     1 回合內     II. 將移動符石時觸碰的符石     ⇒ 轉化為魔族強化符石     III. 延長移動符石時間至 20 秒     "",""tag"":[""大幅轉版"",""符石轉水"",""符石轉火"",""符石轉木"",""符石轉光"",""符石轉暗"",""符石轉心"",""符石轉暗強化"",""魔族符石製造"",""固定版面"",""符石強化"",""軌跡轉化"",""延長轉珠時間""]
[{""name"":""真紅的葬送"",""type"":""normal"",""charge"":""CD"",""num"":8,""description"":""     I. 敵方全體點燃     II. 使受影響目標轉為火屬性     III. 每回合以 200 倍自身攻擊力     ⇒ 對敵方全體造成火屬性傷害並持續至死亡     IV. 效果持續期間     ⓵ 受影響目標防禦力變為 0     ⓶ 自身攻擊無視指定減傷抗性敵技     "",""tag"":[[""點燃敵方"",-1],[""敵方轉火"",-1],[""破防"",-1],[""無視減傷抗性"",-1],""敵身狀態""]
[{""name"":""赤色咬噬"",""type"":""normal"",""charge"":""CD"",""num"":8,""description"":""     I. 消耗敵方 5% 現有生命力     II. 並將之轉化為我方生命力     "",""tag"":[""直傷"",""無視技能直傷"",""回血""]
[{""name"":""魔神之血"",""type"":""normal"",""charge"":""CD"",""num"":6,""description"":""     1 回合內     I. 首批消除最底橫行 1 組 6 粒符石     ⇒ 魔族攻擊力 1.5 倍     II. 首批消除最頂橫行 1 組 6 粒符石     ⇒ 減少 50% 所受傷害     "",""tag"":[""增傷"",""減傷""]
[{""name"":""聖櫃"",""type"":""normal"",""charge"":""CD"",""num"":8,""description"":""     I. 將場上的符石變回原始模樣     1 回合內     II. 受到攻擊的敵人     ⇒ 延遲行動 1 回合     III. 受到攻擊的魔族敵人     ⇒ 額外延遲行動 1 回合     "",""tag"":[""還原版面"",[""延遲"",2],""敵身狀態""]
[{""name"":""人神共振"",""type"":""normal"",""charge"":""CD"",""num"":5,""description"":""     隊中有人類及神族成員才可發動此技能：     I. 自身及身旁「人類、神族」成員     ⇒ 攻擊力 3 倍     II. 場上有其他附加效果     ⇒ 延長移動符石時間 3 秒     效果持續至沒有消除 ≥6 粒木符石     "",""tag"":[[""增傷"",-1],[""界王拳"",-1],[""延長轉珠時間"",-1]]
[{""name"":""井井有條"",""type"":""normal"",""charge"":""CD"",""num"":7,""description"":""     1 回合內     I. 人類攻擊力 1.8 倍     II. 水符石兼具 50% 其他屬性符石效果     III. 若消除 1 種符石達 ≥10 粒     ⇒ 自身技能 CD 減少 6     "",""tag"":[""增傷"",""符石兼具火"",""符石兼具木"",""符石兼具光"",""符石兼具暗"",""減CD""]
[{""name"":""光之祭典"",""type"":""normal"",""charge"":""CD"",""num"":6,""description"":""     I. 若隊長及戰友均為「魔性原罪 ‧ 夏娃」     ⇒ 所有「魔性原罪 ‧ 夏娃」獲得 2 個禁果     2 回合內     II. 將最底 1 橫行的符石     ⇒ 轉化為強化符石     III. 光屬性及魔族攻擊力 2 倍     "",""tag"":[[""符石強化"",2],[""增傷"",2]]
[{""name"":""魔息怒溢"",""type"":""normal"",""charge"":""CD"",""num"":7,""description"":""     I. 將所有符石隨機轉化為     ⇒ 五屬強化符石     1 回合內     II. 消除符石的屬性愈多     ⇒ 自身及「智火解析 ‧ 恩莉兒」攻擊力提升愈多     ⇒ 最多可提升至 6 倍     III. 以攻前炮擊或攻擊傷害擊斃敵人     ⇒ 下回合將自身及「智火解析 ‧ 恩莉兒」直行的符石轉化為自身屬性強化符石     "",""tag"":[""符石轉水"",[""符石轉火"",2],""符石轉木"",""符石轉光"",""符石轉暗"",""符石轉水強化"",[""符石轉火強化"",2],""符石轉木強化"",""符石轉光強化"",""符石轉暗強化"",""五屬版面"",""大幅轉版"",""增傷"",""界王拳""]
[{""name"":""機魂虹彩"",""type"":""normal"",""charge"":""CD"",""num"":8,""description"":""     I. 將所有符石添加為機械族符石     1 回合內     II. 記錄「移動符石時間完結一刻」場上的符石分佈     (包括強化符石、種族符石)     ⇒ 首批掉落所記錄的符石     "",""tag"":[""機械族符石製造"",""記錄版面"",""天降強制掉落""]
[{""name"":""神明的導引"",""type"":""normal"",""charge"":""CD"",""num"":7,""description"":""     1 回合內     I. 自身及身旁成員     ⇒ 攻擊力及回復力 1.8 倍     II. 首批消除所有光符石     ⇒ 神族成員以 20% 攻擊力追打暗屬性攻擊 5 次     III. 首批消除所有暗符石     ⇒ 神族成員以 20% 攻擊力追打光屬性攻擊 5 次     IV. 若隊伍中有「混沌之翼 ‧ 路西法」     ⇒ 還原所有「碎裂」的位置     "",""tag"":[""增傷"",""界王拳"",""增回"",""光屬追打"",""暗屬追打"",""碎裂還原""]
[{""name"":""惡魔的幻象"",""type"":""normal"",""charge"":""CD"",""num"":4,""description"":""     I. 完全回復生命力     II. 隊中所有「全知的惡魔 ‧ 拉普拉斯」     ⇒ 轉化為「幻象」形態     "",""tag"":[""回血""],""imageChange"":[""2480"",""2480_sp""]
[{""name"":""靈石激濤洶勢 ‧ 草薙劍"",""type"":""normal"",""charge"":""CD"",""num"":6,""description"":""     1 回合內     I. 其他符石兼具水符石效果     II. 若技能發動時場上齊集五屬符石     ⓵ 將屬性符石轉化為強化符石     ⓶ 當前技能 CD 減少 3     III. 反之，將所有符石     ⇒ 隨機轉化為五屬符石     "",""tag"":[""符石兼具水"",""符石強化"",""符石轉水強化"",""符石轉火強化"",""符石轉木強化"",""符石轉光強化"",""符石轉暗強化"",""減CD"",""符石轉水"",""符石轉火"",""符石轉木"",""符石轉光"",""符石轉暗"",""五屬版面"",""大幅轉版""]
[{""name"":""烈燄斬 ‧ 炎"",""type"":""normal"",""charge"":""CD"",""num"":6,""description"":""     1 回合內     I. 全隊攻擊力 2 倍     II. 神族攻擊力則 2.5 倍     III. 若隊長為火屬性神族     ⇒ 火符石首批 2 粒相連即可發動消除     IV. 若技能發動時場上有 ≥5 粒火符石     ⇒ I-III 效果持續 2 回合     "",""tag"":[[""增傷"",2],[""二消"",2]]
[{""name"":""獸權加冕 ‧ 森"",""type"":""normal"",""charge"":""CD"",""num"":5,""description"":""     I. 將自身直行及木符石     ⇒ 轉化為木獸族強化符石     II. 若隊長為獸類     ⇒ 將龍脈儀儲滿     III. 若技能發動時場上沒有心符石     ⇒ 將所有符石轉化為獸族強化符石     "",""tag"":[""符石轉木"",""符石轉木強化"",""符石強化"",""獸族符石製造"",""龍脈儀蓄能""]
[{""name"":""流螢幻術 ‧ 強"",""type"":""normal"",""charge"":""CD"",""num"":6,""description"":""     3 回合內     I. 將 3 粒符石轉化為     ⇒ 光人族強化符石     (心符石優先轉換)     II. 若首批消除場上所有光符石     ⇒ 下回合開始時，<board>將最底 1 橫行的符石轉化為光強化符石</board>     "",""tag"":[[""符石轉光"",3],[""符石轉光強化"",3],[""人族符石製造"",3],[""固定版面"",3]]
[{""name"":""暗神加冕 ‧ 靈動"",""type"":""normal"",""charge"":""CD"",""num"":3,""description"":""     I. 將光符石轉化為暗強化符石     II. 將暗符石轉化為暗神族強化符石     1 回合內     III. 隊中只有神族成員時     ⇒ 暗符石首批 3 粒相連即可發動消除     "",""tag"":[""符石轉暗"",""符石轉暗強化"",""光轉其他"",""神族符石製造"",""三消""]
[{""name"":""神權八咫鏡 ‧ 強"",""type"":""normal"",""charge"":""CD"",""num"":10,""description"":""     I. 將所有符石轉化為神族強化符石     2 回合內     II. 吸收該回合敵人首次攻擊傷害     III. 以所吸收攻擊力的 1000 倍     ⇒ 對其進行火屬性反擊     (此傷害無視防禦力及「強化突破」敵技)     "",""tag"":[""符石強化"",""神族符石製造"",[""敵方傷害吸收"",2],[""反擊"",2]]
[{""name"":""靈木無量 ‧ 靈動"",""type"":""normal"",""charge"":""CD"",""num"":8,""description"":""     I. <board>將場上所有符石轉化為     ⇒ 固定數量及位置的     「心及木神族」強化符石</board>     1 回合內     II. 木及心符石首批 2 粒相連即可發動消除     "",""tag"":[""符石轉木"",""符石轉木強化"",""符石轉心"",""符石轉心強化"",""神族符石製造"",""大幅轉版"",""固定版面"",""二消""]
[{""name"":""凝時之念 ‧ 神"",""type"":""normal"",""charge"":""CD"",""num"":6,""description"":""     I. 延長移動符石時間至 10 秒     II. 於移動符石時間內，可任意移動符石而不會發動消除     III. 敵方全體的防禦力減至 0     (效果會在關閉此技能或死亡後消失)          此技能可隨時關閉，關閉時：     ⓵ 將所有符石添加為神族符石     ⓶ 將暗符石轉化為神族強化符石     "",""tag"":[[""排珠"",-1],[""破防"",-1],""隨時關閉"",""神族符石製造"",""符石強化"",""符石轉暗強化"",""頭像狀態""]
[{""name"":""月餅魔彈"",""type"":""normal"",""charge"":""CD"",""num"":6,""description"":""     I. 敵方全體點燃並轉化為火屬性，持續 2 回合     2 回合內     II. 將木符石轉化為火魔族符石     III. 將暗符石轉化為光魔族符石     "",""tag"":[[""點燃敵方"",2],[""敵方轉火"",2],[""符石轉火"",2],[""符石轉光"",2],[""木轉其他"",2],[""暗轉其他"",2],[""魔族符石製造"",2],""敵身狀態""]
[{""name"":""靈動之澤"",""type"":""normal"",""charge"":""CD"",""num"":7,""description"":""     I. 將 10 粒符石     ⇒ 添加為妖族符石 (非種族符石優先轉換)     1 回合內     II. 首批 2 粒相連的符石可發動消除     "",""tag"":[""妖族符石製造"",""二消""]
[{""name"":""靈動雙刃"",""type"":""normal"",""charge"":""CD"",""num"":7,""description"":""     I. 將 12 粒符石     ⇒ 轉化為妖族強化符石     (非種族符石優先轉換)     1 回合內     II. 自身攻擊力減至 0     III. 左旁成員攻擊力 2 倍     IV. 首批 2 粒相連的符石可發動消除     V. 若隊長為妖精類     ⇒ 發動技能後自身 CD -2     "",""tag"":[""符石強化"",""妖族符石製造"",""我方減攻"",""增傷"",""界王拳"",""二消"",""減CD""]
[{""name"":""魅之擊流"",""type"":""normal"",""charge"":""CD"",""num"":6,""description"":""     I. 隨機將 12 粒符石轉化為     ⇒ 妖族強化符石     (非種族符石優先轉換)     1 回合內     II. 自身攻擊力減至 0     III. 左旁成員攻擊力 3 倍     IV. 左旁成員以 50% 攻擊     ⇒ 追打水、火、暗屬性攻擊各 1 次     "",""tag"":[""符石強化"",""妖族符石製造"",""我方減攻"",""增傷"",""界王拳"",""水屬追打"",""火屬追打"",""暗屬追打""]
[{""name"":""魅力移動"",""type"":""normal"",""charge"":""CD"",""num"":6,""description"":""     I. 將 12 粒符石轉化為     ⇒ 妖族強化符石     (非種族符石優先轉換)     1 回合內     II. 可任意移動符石而不會發動消除     III. 自身攻擊力減至 0     IV. 左旁成員攻擊力 4 倍     V. 左旁成員的攻擊     ⇒ 無視敵人防禦力     "",""tag"":[""符石強化"",""妖族符石製造"",""排珠"",""我方減攻"",""增傷"",""界王拳"",""破防""]
[{""name"":""擊破固定"",""type"":""normal"",""charge"":""CD"",""num"":6,""description"":""     I. 將 12 粒符石     ⇒ 轉化為妖族強化符石     (非種族符石優先轉換)     1 回合內     II. 自身攻擊力減至 0     III. 左旁成員攻擊力 5 倍     IV. 左旁成員無視「固定連擊盾」     "",""tag"":[""符石強化"",""妖族符石製造"",""我方減攻"",""增傷"",""界王拳"",""無視固定連擊盾""]
[{""name"":""暗魅追擊"",""type"":""normal"",""charge"":""CD"",""num"":6,""description"":""     I. 將 12 粒符石轉化為     ⇒ 妖族強化符石     (非種族符石優先轉換)     1 回合內     II. 自身攻擊力減至 0     III. 左旁成員追打 6 次     "",""tag"":[""符石強化"",""妖族符石製造"",""我方減攻"",""水屬追打"",""火屬追打"",""木屬追打"",""光屬追打"",""暗屬追打""]
[{""name"":""生命之碑"",""type"":""normal"",""charge"":""CD"",""num"":5,""description"":""     I. 引爆所有弱化符石、凍結符石、自身直行符石     ⇒ 掉落水符石     1 回合內     II. 增加 3 連擊 (Combo、Ex. Combo)     "",""tag"":[""引爆"",""弱化符石處理"",""凍結符石處理"",""直行引爆"",""引爆強制掉落"",""增加Combo"",""增加Ex.Combo""]
[{""name"":""炮火連天"",""type"":""normal"",""charge"":""CD"",""num"":6,""description"":""     I. 解除「幽閉空間」     II. 身上有附加效果的成員及「星辰之理 ‧ 蘇因」攻擊力 2.2 倍     III. 消除神族符石時     ⇒ 神族成員以 50% 攻擊力追打 1 次     (效果會在關閉此技能或死亡後消失)          此技能可隨時關閉，關閉時：     ⓵ 完全回復生命力     ⓶ 將神族成員直行的符石     ⇒ 轉化為強化符石     "",""tag"":[[""黑白還原"",-1],[""增傷"",-1],[""界王拳"",-1],[""火屬追打"",-1],""隨時關閉"",""回血"",""符石強化"",""頭像狀態""]
[{""name"":""畸軀"",""type"":""normal"",""charge"":""CD"",""num"":6,""description"":""     I. 將所有強化符石     ⇒ 轉化為非強化符石     II. 12 秒內，可任意移動符石     (此移動不會造成任何消除，並不會作 1 回合計算)     1 回合內     III. 全隊攻擊力及回復力 2.6 倍     "",""tag"":[""排珠"",""增傷"",""增回""]
[{""name"":""星象詮釋"",""type"":""normal"",""charge"":""CD"",""num"":6,""description"":""     I. 點選元素法陣上的 1 粒符石     ⇒ 引爆該種符石     ⇒ 掉落相同種類的神族強化符石     1 回合內     II. 若引爆的符石為水、火或木符石：     ⓵ 光屬性及神族攻擊力 2 倍     ⓶ 「黃道十二宮」、「耀脈星芒」成員     ⇒ 技能 CD 減少 2     III. 若引爆的符石為光或暗符石：     每首批消除 1 組符石     ⇒ 連擊 (Combo、Ex. Combo) 數目增加 1     ⇒ 最多可增加 10 連擊     IV. 若引爆的符石為心符石     ⓵ 光屬性及神族攻擊力 1.6 倍     ⓶ 每首批消除 2 組符石     ⇒ 連擊 (Combo、Ex. Combo) 數目增加 1     ⇒ 最多可增加 10 連擊     ⓷ 「黃道十二宮」、「耀脈星芒」成員     ⇒ 技能 CD 減少 1     "",""tag"":[""指定符石引爆"",""引爆強制掉落"",""神族符石製造"",""增傷"",""減CD"",""增加Combo"",""增加Ex.Combo""]
[{""name"":""腐液橫流"",""type"":""normal"",""charge"":""CD"",""num"":6,""description"":""     1 回合內     I. 無視「黏腐」敵技     II. 暗符石兼具 50% 其他屬性符石效果     "",""tag"":[""無視黏腐"",""符石兼具水"",""符石兼具火"",""符石兼具木"",""符石兼具光""]
[{""name"":""花噬星殆"",""type"":""normal"",""charge"":""CD"",""num"":7,""description"":""     1 回合內     I. 將所有成員的攻擊力基值減至 0     ⓵ 將魔族成員減去攻擊力基值的 2 倍     ⇒ 加入自身攻擊力基值     ⓶ 將魔族以外成員減去的攻擊力基值     ⇒ 加入自身攻擊力基值     II. 自身攻擊無視攻前盾     III. 以攻前炮擊或攻擊傷害擊斃敵人     ⇒ 自身技能 CD -2     "",""tag"":[""我方攻擊力吸收"",""增傷"",""界王拳"",""我方減攻"",""無視攻前盾"",""減CD""]
[{""name"":""森魔域界"",""type"":""normal"",""charge"":""CD"",""num"":7,""description"":""     I. 引爆火符石     ⇒ 掉落木魔族強化符石     1 回合內     II. 延長移動符石時間至 15 秒     "",""tag"":[""引爆"",""火符石引爆"",""引爆強制掉落"",""魔族符石製造"",""延長轉珠時間""]
[{""name"":""炫煌之電"",""type"":""normal"",""charge"":""CD"",""num"":6,""description"":""     I. 引爆電擊符石所在直行符石     ⇒ 掉落強化符石     1 回合內     II. 電擊敵方全體     III 使受影響目標攻擊力減少 50%     IV. 神族成員攻擊力基值減至 0     V. 將被減去的攻擊力基值     ⇒ 分別加入神族隊長及神族戰友的攻擊力基值     "",""tag"":[""引爆"",""直行引爆"",""電擊符石處理"",""電擊敵方"",""敵方減攻"",""我方減攻"",""我方攻擊力吸收"",""增傷"",""界王拳"",""敵身狀態""]
[{""name"":""絕望爆發"",""type"":""normal"",""charge"":""CD"",""num"":8,""description"":""     I. 引爆所有符石     ⓵ <board 1>單數直行掉落木符石</board>     ⓶ <board 1>雙數直行掉落火符石</board>     II. 隊伍中只有魔族成員時     ⇒ <board 2>將所有符石添加為魔族符石</board>     "",""tag"":[""引爆"",""整版引爆"",""固定版面"",""引爆強制掉落"",""魔族符石製造""]
[{""name"":""冰噬"",""type"":""normal"",""charge"":""CD"",""num"":7,""description"":""     I. 凍結敵方全體，持續 2 回合     1 回合內     II. 首批掉落的 10 粒符石     ⇒ 必定為水魔族符石     "",""tag"":[[""凍結敵方"",2],""天降強制掉落"",""魔族符石製造"",""敵身狀態""]
[{""name"":""巨蟒凶勢"",""type"":""normal"",""charge"":""CD"",""num"":5,""description"":""     I. 引爆風化符石，成功引爆後     ⇒ 延遲敵方全體行動 2 回合     1 回合內     II. 將移動符石時觸碰的首 8 粒符石轉化為     ⇒ 自身屬性獸族符石     "",""tag"":[""引爆"",""風化符石處理"",[""延遲"",2],""符石轉木"",""獸族符石製造"",""軌跡轉化"",""敵身狀態""]
[{""name"":""震吼之暴"",""type"":""normal"",""charge"":""CD"",""num"":7,""description"":""     2 回合內     I. 敵方全體防禦力減至 0     II. 減少 40% 所受傷害     III. 首批消除所有木符石     ⇒ 神族及妖精類成員的攻擊無視「指定形狀盾」敵技     "",""tag"":[[""破防"",2],[""減傷"",2],[""無視拼圖盾"",2]]
[{""name"":""傲狠之濤"",""type"":""normal"",""charge"":""CD"",""num"":5,""description"":""     I. 將心及火符石轉化為     ⇒ 水獸族強化符石     1 回合內     II. 心符石掉落率降至 0     III. 若隊中有 ≥3 種屬性成員     ⇒ 發動技能後技能 CD 減少 3     "",""tag"":[""火轉其他"",""心轉其他"",""符石轉水"",""符石轉水強化"",""獸族符石製造"",""禁珠"",""改變掉落機率"",""減CD""]
[{""name"":""沒有技能"",""type"":""normal"",""charge"":""CD"",""num"":0,""description"":""     沒有技能     "",""tag"":[]
[{""name"":""精妙演繹"",""type"":""normal"",""charge"":""CD"",""num"":7,""description"":""     1 回合內     I. 無視「燃燒」敵技     (不包括「煉獄之火」)     II. 無視「黏腐」敵技     III. 隊長、戰友、「馬戲團團長 ‧ 馬列斯」及「奇幻馬戲團」系列成員     ⇒ 攻擊力 3.5 倍     "",""tag"":[""無視燃燒"",""無視黏腐"",""增傷"",""界王拳""]
[{""name"":""突破 ‧ 浪濤靈動"",""type"":""normal"",""charge"":""CD"",""num"":7,""description"":""     I. 額外增加 3 行強化符石     1 回合內     II. 延長移動符石時間至 20 秒     III. 水符石首批 2 粒相連即可發動消除     IV. 消除符石組數愈多     ⇒ 自身攻擊力提升愈多     ⇒ 消除 15 組可達至最高 10 倍     "",""tag"":[""增加符石"",""延長轉珠時間"",""二消"",""增傷"",""界王拳""]
[{""name"":""突破 ‧ 熾燄靈動"",""type"":""normal"",""charge"":""CD"",""num"":7,""description"":""     I. 額外增加 3 行強化符石     1 回合內     II. 延長移動符石時間至 20 秒     III. 火符石首批 2 粒相連即可發動消除     IV. 消除符石組數愈多     ⇒ 自身攻擊力提升愈多     ⇒ 消除 15 組可達至最高 10 倍     "",""tag"":[""增加符石"",""延長轉珠時間"",""二消"",""增傷"",""界王拳""]
[{""name"":""突破 ‧ 藤木靈動"",""type"":""normal"",""charge"":""CD"",""num"":7,""description"":""     I. 額外增加 3 行強化符石     1 回合內     II. 延長移動符石時間至 20 秒     III. 木符石首批 2 粒相連即可發動消除     IV. 消除符石組數愈多     ⇒ 自身攻擊力提升愈多     ⇒ 消除 15 組可達至最高 10 倍     "",""tag"":[""增加符石"",""延長轉珠時間"",""二消"",""增傷"",""界王拳""]
[{""name"":""突破 ‧ 玄光靈動"",""type"":""normal"",""charge"":""CD"",""num"":7,""description"":""     I. 額外增加 3 行強化符石     1 回合內     II. 延長移動符石時間至 20 秒     III. 光符石首批 2 粒相連即可發動消除     IV. 消除符石組數愈多     ⇒ 自身攻擊力提升愈多     ⇒ 消除 15 組可達至最高 10 倍     "",""tag"":[""增加符石"",""延長轉珠時間"",""二消"",""增傷"",""界王拳""]
[{""name"":""突破 ‧ 幽冥靈動"",""type"":""normal"",""charge"":""CD"",""num"":7,""description"":""     I. 額外增加 3 行強化符石     1 回合內     II. 延長移動符石時間至 20 秒     III. 暗符石首批 2 粒相連即可發動消除     IV. 消除符石組數愈多     ⇒ 自身攻擊力提升愈多     ⇒ 消除 15 組可達至最高 10 倍     "",""tag"":[""增加符石"",""延長轉珠時間"",""二消"",""增傷"",""界王拳""]
"[{""name"":""不能逃避！"",""type"":""normal"",""charge"":""CD"",""num"":8,""description"":""     1 回合內     I. 自身攻擊力 4 倍     II. 延長移動符石時間至 25 秒     III. 將移動符石時觸碰的「凍結符石」狀態解除     IV. 若隊中有 ≥3 個「EVA 駕駛員」     ⇒ 刷新「絕對領域」     "",""tag"":[""增傷"",""界王拳"",""延長轉珠時間"",""凍結符石處理"",""刷新護盾""]
"[{""name"":""絕對領域全開"",""type"":""normal"",""charge"":""EP"",""num"":8,""description"":""     I. 引爆所有符石及石化符石     ⇒ 掉落五屬強化符石     2 回合內     II. 自身攻擊力 3 倍     III. 消除屬性符石時     ⇒ 個人追打該屬性攻擊 1 次     IV. 消除 ≥3 種屬性符石時     ⇒ 自身攻擊無視「指定形狀盾」     V. 若隊中有 ≥3 個「EVA 駕駛員」     ⇒ 刷新「絕對領域」     "",""tag"":[""引爆"",""整版引爆"",""石化符石處理"",""引爆強制掉落"",""五屬版面"",[""增傷"",2],[""界王拳"",2],[""水屬追打"",2],[""火屬追打"",2],[""木屬追打"",2],[""光屬追打"",2],[""暗屬追打"",2],[""五屬追打"",2],[""自身追打"",2],[""無視拼圖盾"",2],[""刷新護盾"",2]]
